B1x,B2x,B3x,B4x
-0.09518467,-0.09543593,-0.09276626,-0.09286377
-0.09506694,-0.09440933,-0.09310844,-0.088439845
-0.09570552,-0.09556943,-0.093101464,-0.09281426
-0.095668405,-0.095303275,-0.09269194,-0.09312935
-0.09545894,-0.095016204,-0.09328506,-0.09306187
-0.094554976,-0.09571689,-0.092994675,-0.09280151
-0.09553354,-0.094838426,-0.09251958,-0.09249512
-0.09436406,-0.093505666,-0.09131875,-0.09074033
-0.09531821,-0.0949664,-0.09282319,-0.0932123
-0.097152494,-0.0963832,-0.091892324,-0.09192114
-0.095129445,-0.09536503,-0.093220696,-0.09303291
-0.09512074,-0.09548785,-0.09366948,-0.09318594
-0.09460591,-0.094672754,-0.092782035,-0.09332504
-0.09508564,-0.09524985,-0.09290953,-0.09292163
-0.09506778,-0.09502373,-0.092739105,-0.09329776
-0.09587461,-0.09553657,-0.09218033,-0.09280552
-0.09561421,-0.09518985,-0.09288628,-0.09274487
-0.09497881,-0.09534653,-0.09264258,-0.093505576
-0.09502524,-0.095102884,-0.093492135,-0.092567
-0.095480904,-0.095086865,-0.09255244,-0.09318789
-0.09507993,-0.09468745,-0.09352934,-0.09258374
-0.09559965,-0.095060304,-0.0925417,-0.09228135
-0.09536983,-0.09529326,-0.09251509,-0.093006104
-0.09515488,-0.09569751,-0.09218506,-0.09264653
-0.09480883,-0.09397861,-0.092989646,-0.09284477
-0.09515986,-0.09507969,-0.093275875,-0.092873
-0.095137596,-0.09510415,-0.09248867,-0.093602784
-0.09469507,-0.09461255,-0.09258404,-0.09268203
-0.09532452,-0.09542378,-0.092556834,-0.09302725
-0.095287256,-0.09494756,-0.093137994,-0.092682324
-0.09500668,-0.09450528,-0.0933625,-0.09263819
-0.09492691,-0.095193215,-0.092338674,-0.09254595
-0.09531279,-0.09513325,-0.093009666,-0.092833154
-0.09499131,-0.09540884,-0.09300156,-0.0926248
-0.09539467,-0.09472325,-0.09293325,-0.092446044
-0.094705366,-0.094902925,-0.09268286,-0.09244229
-0.09507032,-0.09469199,-0.09265302,-0.09285729
-0.09537246,-0.09503887,-0.09237578,-0.09304981
-0.09544341,-0.09534682,-0.09222778,-0.09260435
-0.09531748,-0.09507871,-0.09277304,-0.093171045
-0.095350526,-0.094525434,-0.093302146,-0.092368886
-0.09593858,-0.09474341,-0.09315493,-0.09284542
-0.09480591,-0.09557398,-0.09256914,-0.09037729
-0.095463574,-0.095346235,-0.09260278,-0.09423652
-0.095210254,-0.09517231,-0.09294897,-0.099632815
-0.09520966,-0.095461175,-0.092926025,-0.09207295
-0.094843216,-0.094814554,-0.09219746,-0.09306879
-0.095091894,-0.09494058,-0.09299829,-0.0926854
-0.095480464,-0.09548291,-0.09304336,-0.0934728
-0.09563511,-0.09473667,-0.0925021,-0.09255888
-0.09506635,-0.0951939,-0.09336621,-0.09325181
-0.09521846,-0.09492495,-0.0925083,-0.09308545
-0.09511812,-0.09479995,-0.09274843,-0.09229917
-0.09456499,-0.09557246,-0.09254013,-0.093156934
-0.094650686,-0.09464072,-0.09283604,-0.09302949
-0.09488168,-0.09423027,-0.09300321,-0.09309551
-0.09506275,-0.09489439,-0.09245269,-0.092734575
-0.09493457,-0.094966255,-0.0924441,-0.09239008
-0.09511791,-0.09464649,-0.09315269,-0.09215693
-0.095430866,-0.09485297,-0.09291367,-0.092151955
-0.09553833,-0.09506436,-0.09281758,-0.09319307
-0.09462891,-0.094661474,-0.09219785,-0.10702354
-0.09486445,-0.0953873,-0.09277422,-0.09180913
-0.095197804,-0.0949253,-0.09313287,-0.09339018
-0.09566264,-0.095391355,-0.093015574,-0.09264072
-0.09472446,-0.09501699,-0.09182344,-0.09191216
-0.095113724,-0.094856836,-0.092585996,-0.09264077
-0.09554639,-0.0957062,-0.093692526,-0.0924312
-0.09534868,-0.09416582,-0.09251055,-0.09277602
-0.09495195,-0.094591014,-0.092932425,-0.09262476
-0.095242284,-0.095033206,-0.092752784,-0.09288062
-0.09495507,-0.095172554,-0.09240401,-0.092550196
-0.094900295,-0.09513824,-0.09329599,-0.093075685
-0.09499942,-0.09464009,-0.09265054,-0.09334331
-0.09495137,-0.09542465,-0.09195781,-0.093773924
-0.09578911,-0.09469185,-0.09267193,-0.09273355
-0.09491338,-0.09392871,-0.09249312,-0.09233741
-0.094880804,-0.094765134,-0.09255503,-0.092656836
-0.0952584,-0.09549228,-0.09292475,-0.09282412
-0.09549512,-0.09516597,-0.09277534,-0.09260942
-0.095209226,-0.09473784,-0.09233071,-0.09303305
-0.09587344,-0.09528716,-0.09290595,-0.09354653
-0.09433125,-0.094115384,-0.0926813,-0.09312539
-0.09427148,-0.09516899,-0.09286972,-0.092482716
-0.09569365,-0.095232025,-0.092869624,-0.09287466
-0.095497414,-0.09514521,-0.092993215,-0.092025146
-0.09481694,-0.09456231,-0.09263389,-0.09259038
-0.09506084,-0.09473828,-0.09208228,-0.09286158
-0.0949538,-0.094910696,-0.0926999,-0.09260093
-0.094609424,-0.09449766,-0.09221997,-0.092808545
-0.09564444,-0.09499712,-0.09258843,-0.092694536
-0.09542866,-0.09489213,-0.09290762,-0.09273432
-0.094981536,-0.094817676,-0.09261616,-0.09280298
-0.09458731,-0.09415092,-0.09279658,-0.09267509
-0.094540335,-0.09467358,-0.093036965,-0.09295869
-0.09426245,-0.09475083,-0.09296171,-0.09254028
-0.09566983,-0.09486415,-0.09309018,-0.09341391
-0.095440045,-0.09479517,-0.09258501,-0.09302256
-0.09531826,-0.09515508,-0.092876956,-0.09262178
-0.09467056,-0.09484448,-0.09254517,-0.093108155
-0.09569619,-0.094718605,-0.09302398,-0.093296446
-0.09533848,-0.09494756,-0.09292744,-0.09280283
-0.095285356,-0.09542388,-0.09319409,-0.09287759
-0.0959522,-0.09451368,-0.09235196,-0.093162894
-0.09556899,-0.09532793,-0.09311636,-0.0928918
-0.09533677,-0.094134174,-0.09266137,-0.092817724
-0.09509414,-0.0951373,-0.093108356,-0.09335176
-0.093779884,-0.09511347,-0.09298218,-0.092788324
-0.094808936,-0.09482157,-0.09295625,-0.09351967
-0.09542407,-0.094911136,-0.09288442,-0.092912555
-0.1159996,-0.11631353,-0.11314404,-0.113309324
-0.11677022,-0.11654419,-0.113647066,-0.11342509
-0.11682036,-0.11681782,-0.11457163,-0.11436763
-0.11661353,-0.115765475,-0.11319033,-0.11317833
-0.11699072,-0.115890965,-0.11292803,-0.113830075
-0.11846558,-0.117188476,-0.114253365,-0.11482602
-0.11810766,-0.115921676,-0.11385659,-0.11332013
-0.11563574,-0.11585214,-0.11305933,-0.11342172
-0.11615922,-0.11672886,-0.11442387,-0.11431591
-0.11669512,-0.11648969,-0.11347242,-0.113361716
-0.117342964,-0.116025046,-0.11356513,-0.11348975
-0.1168168,-0.11789185,-0.11468359,-0.11444448
-0.11651832,-0.116249755,-0.11261372,-0.113236286
-0.11605732,-0.116564944,-0.113123976,-0.10981715
-0.11805513,-0.11775327,-0.11443989,-0.114006594
-0.11543437,-0.115593016,-0.112604834,-0.11315453
-0.116449416,-0.115979,-0.11258726,-0.113163814
-0.1175791,-0.11753408,-0.11439838,-0.11431509
-0.116076805,-0.11600727,-0.11347304,-0.1126893
-0.11584902,-0.11660357,-0.1134606,-0.11366538
-0.11782036,-0.11711724,-0.11455361,-0.11428706
-0.11584804,-0.11641548,-0.11340551,-0.11383541
-0.11689742,-0.11606045,-0.112950824,-0.11329067
-0.11755518,-0.11801217,-0.113869525,-0.1144645
-0.11716427,-0.11570195,-0.11335673,-0.11358619
-0.11717544,-0.11693809,-0.1131978,-0.113082215
-0.117749654,-0.11668189,-0.11426294,-0.11439444
-0.116113186,-0.11704395,-0.112824515,-0.113051556
-0.116455615,-0.11564825,-0.11214248,-0.11324184
-0.118699074,-0.117985584,-0.113930166,-0.11468075
-0.11551309,-0.11580243,-0.11347377,-0.11328876
-0.116139255,-0.11667993,-0.11415229,-0.11347304
-0.11884018,-0.117686674,-0.11444155,-0.11454477
-0.11709243,-0.116211034,-0.112828374,-0.11394121
-0.117060795,-0.116754636,-0.112820946,-0.11288051
-0.11775249,-0.11797539,-0.11471279,-0.1144125
-0.116247416,-0.11622109,-0.11301509,-0.11317891
-0.11614697,-0.11756343,-0.11323647,-0.11383329
-0.118181154,-0.11715014,-0.11424887,-0.113859035
-0.11674301,-0.11545503,-0.11285825,-0.11350156
-0.11679004,-0.11593994,-0.11371211,-0.11360152
-0.117528364,-0.11762514,-0.114390336,-0.114235006
-0.1166497,-0.11646235,-0.11407187,-0.11338769
-0.117894575,-0.11599052,-0.11328707,-0.11298521
-0.119043805,-0.11841998,-0.11435463,-0.11413218
-0.11502378,-0.11499624,-0.113301374,-0.11327817
-0.11578423,-0.11623325,-0.11342911,-0.11343028
-0.117370605,-0.116084084,-0.113492474,-0.11415093
-0.115686715,-0.11628667,-0.11328745,-0.11317221
-0.11473467,-0.11701963,-0.113089405,-0.11334902
-0.117166996,-0.11731684,-0.11441958,-0.11423252
-0.11660449,-0.11570196,-0.11255102,-0.11329575
-0.116691455,-0.116677,-0.114030816,-0.1133126
-0.11651333,-0.11704658,-0.114227735,-0.11409209
-0.115761615,-0.11671275,-0.11305684,-0.11323173
-0.116783306,-0.11662041,-0.11311171,-0.11326728
-0.116669334,-0.11753575,-0.11335947,-0.11387793
-0.11693017,-0.11550142,-0.11284673,-0.112527296
-0.11663892,-0.11691475,-0.11306167,-0.113262355
-0.11826845,-0.116957806,-0.1142627,-0.11456275
-0.11586783,-0.11598692,-0.1127915,-0.1132334
-0.115880966,-0.11601367,-0.113877535,-0.11294141
-0.11714057,-0.116149366,-0.11436918,-0.11393706
-0.115928315,-0.11596356,-0.1132645,-0.112809956
-0.11738535,-0.115860894,-0.11328994,-0.11343887
-0.116941795,-0.11701186,-0.11438827,-0.11410693
-0.11551201,-0.11589146,-0.1131957,-0.11286254
-0.116420016,-0.115245365,-0.11346197,-0.11351924
-0.117506646,-0.116217576,-0.11411836,-0.11453873
-0.115910396,-0.11655591,-0.112978265,-0.11298784
-0.11609101,-0.116356395,-0.11312685,-0.11290898
-0.116968796,-0.11705117,-0.113253616,-0.11492221
-0.116485454,-0.11666846,-0.11361768,-0.11345742
-0.11603789,-0.11707997,-0.113073386,-0.11291367
-0.1168625,-0.115927145,-0.11502744,-0.11450903
-0.11539073,-0.115518406,-0.112759426,-0.112987496
-0.116686665,-0.11581664,-0.11323164,-0.113020755
-0.11725098,-0.116594926,-0.114864066,-0.11430664
-0.11537558,-0.116097465,-0.113843404,-0.11307851
-0.11640264,-0.116423205,-0.11250214,-0.112899855
-0.11622109,-0.11579766,-0.11338149,-0.11335649
-0.117251955,-0.11670504,-0.115232036,-0.114441656
-0.11573286,-0.11598213,-0.113720655,-0.11287534
-0.115806006,-0.115854144,-0.112661816,-0.11332452
-0.117307946,-0.11599258,-0.11371938,-0.11404365
-0.11611205,-0.116238095,-0.113537155,-0.113472745
-0.116329335,-0.11652901,-0.11373081,-0.11366016
-0.11696772,-0.11678705,-0.114835694,-0.11444376
-0.11471026,-0.11370854,-0.11353648,-0.11357417
-0.1174852,-0.118997954,-0.11426045,-0.11352886
-0.11683466,-0.1168563,-0.11438422,-0.11411899
-0.11519708,-0.11684126,-0.1131084,-0.11357154
-0.11649136,-0.11616298,-0.113377534,-0.11365118
-0.11743219,-0.116466746,-0.11468325,-0.11427124
-0.11607925,-0.11678032,-0.11372881,-0.11348106
-0.11603974,-0.11642641,-0.1133726,-0.11356489
-0.11751108,-0.11780386,-0.113539204,-0.1144125
-0.11574346,-0.11637296,-0.11309121,-0.11342324
-0.11636479,-0.116570115,-0.11325542,-0.11310933
-0.1177002,-0.11663492,-0.11383213,-0.11463608
-0.1158519,-0.11676069,-0.11352001,-0.11358573
-0.11651553,-0.11536299,-0.11293046,-0.113347806
-0.11672256,-0.11770074,-0.113840915,-0.11403628
-0.11613697,-0.11613814,-0.11315048,-0.113426425
-0.11727945,-0.11560152,-0.113862,-0.11319478
-0.11770488,-0.11711298,-0.11487734,-0.11424903
-0.11594238,-0.11659229,-0.11363912,-0.11368432
-0.11593081,-0.115841016,-0.113467336,-0.11325606
-0.11718042,-0.116995454,-0.114609614,-0.11434145
-0.11623248,-0.11640562,-0.113530174,-0.11294595
-0.11686699,-0.11665356,-0.11362622,-0.11347027
-0.11719234,-0.117080525,-0.114604294,-0.1136979
-0.11647938,-0.11563516,-0.11344081,-0.11352167
-0.11566728,-0.11627583,-0.11298565,-0.11322056
-0.11761284,-0.11726348,-0.114448294,-0.11448252
-0.115823135,-0.11553638,-0.113502935,-0.113240086
-0.1156462,-0.11498091,-0.113595024,-0.11274253
-0.11789702,-0.11671163,-0.11417451,-0.114281975
-0.11665712,-0.11654116,-0.1133707,-0.11359932
-0.11463936,-0.11509067,-0.11370029,-0.113330126
-0.11811699,-0.11832632,-0.114914455,-0.11423729
-0.115992345,-0.116117194,-0.11384736,-0.11375543
-0.11640761,-0.116196774,-0.113287546,-0.113501266
-0.11775352,-0.117793106,-0.11432539,-0.11430357
-0.11594,-0.11515033,-0.11341802,-0.11390708
-0.11701797,-0.11825693,-0.11389409,-0.11337711
-0.11682413,-0.11772084,-0.11457275,-0.11497667
-0.1170935,-0.11735854,-0.11353935,-0.11347924
-0.116622806,-0.11522813,-0.11343916,-0.11359747
-0.11779936,-0.11777651,-0.114799365,-0.114650294
-0.11752641,-0.11727025,-0.11404405,-0.11343515
-0.117344,-0.115049504,-0.11300757,-0.1138538
-0.118082084,-0.11790601,-0.114645265,-0.11458109
-0.11611645,-0.116334915,-0.11414243,-0.11366689
-0.11723693,-0.11591841,-0.11365005,-0.11361611
-0.11780083,-0.11748086,-0.11450751,-0.11467315
-0.11691953,-0.116625585,-0.11405518,-0.11426787
-0.1166503,-0.11626426,-0.11324507,-0.113928854
-0.11851196,-0.11682622,-0.11425922,-0.115068115
-0.115925,-0.11650342,-0.1140625,-0.113350585
-0.11529155,-0.11565943,-0.113062695,-0.11295088
-0.11712921,-0.11743902,-0.11494175,-0.11382173
-0.117147945,-0.1177454,-0.11465498,-0.114546046
-0.11811435,-0.11755504,-0.11490152,-0.1146353
-0.11799736,-0.11710058,-0.11462402,-0.11509629
-0.11726651,-0.117317915,-0.11471846,-0.11458256
-0.11844238,-0.11959825,-0.11648208,-0.116170846
-0.1189358,-0.11881592,-0.11582539,-0.11636772
-0.11750801,-0.116927385,-0.11433749,-0.114647165
-0.11664438,-0.11857022,-0.114423774,-0.11463954
-0.11676274,-0.11688878,-0.11372602,-0.11401943
-0.11758481,-0.117203414,-0.113948,-0.114498734
-0.1172353,-0.11710068,-0.11376108,-0.114191554
-0.11689141,-0.1170123,-0.11455439,-0.114265285
-0.118208446,-0.11618447,-0.113525726,-0.114037596
-0.11786977,-0.11692631,-0.1141729,-0.11425434
-0.1173105,-0.116659865,-0.11385927,-0.11443349
-0.11541748,-0.11471933,-0.112762794,-0.11268169
-0.11802764,-0.11610498,-0.11416255,-0.11433262
-0.117602445,-0.11752578,-0.11565908,-0.11506884
-0.11750362,-0.116528764,-0.11372846,-0.11459794
-0.11695645,-0.11650727,-0.11350322,-0.11388858
-0.11829448,-0.11829883,-0.11512671,-0.11454829
-0.11749126,-0.116963625,-0.114153124,-0.11403467
-0.117027596,-0.11684179,-0.1139395,-0.13888653
-0.11907856,-0.11747168,-0.11455586,-0.14073227
-0.116751276,-0.11623573,-0.11374775,-0.11486689
-0.11606576,-0.117662296,-0.11377051,-0.114136085
-0.11782905,-0.11823467,-0.115700826,-0.11553506
-0.1160995,-0.11744726,-0.11461671,-0.11398008
-0.11776308,-0.116503276,-0.113396145,-0.11389707
-0.11764965,-0.11658959,-0.11520151,-0.1152797
-0.115518555,-0.11705766,-0.11395898,-0.11377563
-0.11757831,-0.11638222,-0.114418745,-0.11399941
-0.11867456,-0.117368504,-0.115714945,-0.115231834
-0.1172959,-0.1168019,-0.11409335,-0.11390191
-0.11773696,-0.116466895,-0.11400708,-0.11437241
-0.11830874,-0.1187773,-0.11597661,-0.11578085
-0.117333695,-0.117821336,-0.11415543,-0.1144291
-0.116432086,-0.116162345,-0.11422334,-0.11450664
-0.11883408,-0.11814292,-0.1154084,-0.11493067
-0.11710513,-0.116937555,-0.11364522,-0.113846734
-0.11800913,-0.11663096,-0.11402847,-0.114614844
-0.11815913,-0.117748246,-0.11491303,-0.11548994
-0.11751343,-0.116714165,-0.114119194,-0.11410191
-0.11652275,-0.117027685,-0.11423252,-0.11383979
-0.11805688,-0.118315674,-0.11534101,-0.11534877
-0.11744883,-0.11638565,-0.11430405,-0.11384692
-0.11730908,-0.11641689,-0.11370859,-0.114254154
-0.11735781,-0.11694946,-0.11504449,-0.11480309
-0.116694376,-0.11665845,-0.11355498,-0.114199474
-0.116924904,-0.11672447,-0.11450708,-0.11401323
-0.11871743,-0.118286334,-0.11431426,-0.11562769
-0.116651215,-0.11657788,-0.11333271,-0.11416455
-0.11579341,-0.11693911,-0.113966405,-0.11415293
-0.11779404,-0.117737845,-0.11475639,-0.11494897
-0.11677104,-0.11738926,-0.11322143,-0.11412368
-0.11669971,-0.11626259,-0.11367867,-0.11403056
-0.11742207,-0.11834242,-0.11496109,-0.11542895
-0.11747374,-0.11726771,-0.11357047,-0.11419189
-0.1174043,-0.11720171,-0.113901414,-0.11391977
-0.11785684,-0.118071,-0.11502632,-0.11506991
-0.11805078,-0.11735684,-0.11440088,-0.114167966
-0.11676723,-0.11652036,-0.11440493,-0.11417637
-0.11863716,-0.11775942,-0.11413808,-0.11491571
-0.11639024,-0.11567871,-0.11341391,-0.11394688
-0.117254935,-0.11589903,-0.11416064,-0.11418208
-0.11847842,-0.11733359,-0.11538605,-0.11491923
-0.11724462,-0.11653062,-0.11435542,-0.11418222
-0.11657305,-0.11727764,-0.11465166,-0.113997996
-0.119055614,-0.11717373,-0.11543344,-0.11524838
-0.117059186,-0.116217434,-0.11361152,-0.11398779
-0.11616597,-0.11748818,-0.114332475,-0.11393778
-0.11776426,-0.11780826,-0.11526606,-0.11529579
-0.11656338,-0.11747222,-0.11466992,-0.11382284
-0.11736108,-0.1165143,-0.11446997,-0.114571676
-0.11725967,-0.117019236,-0.11548491,-0.11487285
-0.11487949,-0.1164999,-0.11390771,-0.113734566
-0.11655454,-0.116077684,-0.11470966,-0.11426997
-0.11803345,-0.11833042,-0.11445727,-0.11515005
-0.11697085,-0.11680601,-0.114911474,-0.113684475
-0.115857266,-0.116598725,-0.113863274,-0.11406074
-0.11784507,-0.117857814,-0.11512871,-0.115016796
-0.11785928,-0.11703207,-0.11447637,-0.11404727
-0.115795754,-0.11586084,-0.11401963,-0.11415684
-0.117482856,-0.11860502,-0.11449736,-0.11469121
-0.11776016,-0.117581405,-0.11326881,-0.11421758
-0.1167917,-0.116249844,-0.11391284,-0.1141309
-0.118091606,-0.1180104,-0.115380324,-0.11474097
-0.11644874,-0.1166599,-0.11346817,-0.113892294
-0.11826333,-0.11841079,-0.11396494,-0.11440551
-0.117219485,-0.1189059,-0.11459784,-0.115206935
-0.11795385,-0.11780127,-0.11434619,-0.11451705
-0.11682515,-0.11616055,-0.113204695,-0.113869384
-0.118786916,-0.11883487,-0.11522436,-0.115154244
-0.1157982,-0.11657578,-0.11343579,-0.11391592
-0.11753789,-0.11755977,-0.11420528,-0.11384995
-0.11826801,-0.11747432,-0.114546776,-0.11506347
-0.116514064,-0.11840087,-0.11393911,-0.114302196
-0.11764391,-0.11633799,-0.11458047,-0.113702536
-0.11710235,-0.11553135,-0.11453633,-0.11523116
-0.116800144,-0.117357135,-0.113589846,-0.11369292
-0.118063375,-0.117557764,-0.11340318,-0.1139647
-0.118216015,-0.11726459,-0.11526357,-0.11556079
-0.117449954,-0.11746304,-0.11413696,-0.11401626
-0.117609225,-0.11609556,-0.11429243,-0.11402793
-0.11819029,-0.11781099,-0.11476357,-0.11550444
-0.11717266,-0.116933785,-0.11352895,-0.11388022
-0.11652187,-0.11711153,-0.11398183,-0.113929436
-0.11826675,-0.11806846,-0.114660405,-0.11518296
-0.11698417,-0.11674376,-0.11364385,-0.113977835
-0.117580175,-0.11634843,-0.11398701,-0.11305083
-0.117704436,-0.11732574,-0.11506734,-0.11481011
-0.11802387,-0.11649746,-0.11379234,-0.11081445
-0.11637056,-0.11618619,-0.1135516,-0.114353515
-0.11941284,-0.11780806,-0.11531323,-0.115688905
-0.11634996,-0.117936134,-0.11423105,-0.11419161
-0.11661059,-0.117396094,-0.114438176,-0.11387881
-0.11838915,-0.117600724,-0.11428598,-0.114794776
-0.11689712,-0.11557631,-0.11376729,-0.11366157
-0.11721259,-0.116586424,-0.11396851,-0.11374092
-0.11849111,-0.11740591,-0.11481626,-0.114986226
-0.1164664,-0.11692153,-0.11510674,-0.11405923
-0.11626221,-0.116183594,-0.113892235,-0.11408267
-0.11782567,-0.11758511,-0.114465676,-0.11490762
-0.11722954,-0.11599258,-0.1134917,-0.11414634
-0.11711894,-0.11657275,-0.11336714,-0.11337837
-0.11741899,-0.11795898,-0.11485551,-0.114936136
-0.11713765,-0.116665915,-0.11378052,-0.11319492
-0.11681519,-0.11619277,-0.113958254,-0.109639846
-0.11737368,-0.11771089,-0.11532949,-0.11538619
-0.11714091,-0.11679058,-0.11422036,-0.11434297
-0.11641817,-0.118611716,-0.11424229,-0.11415245
-0.11818121,-0.118038476,-0.11469922,-0.1151728
-0.11686621,-0.115975596,-0.11319804,-0.11403692
-0.117215134,-0.11697255,-0.11453354,-0.11377065
-0.11855914,-0.11696547,-0.114528656,-0.115064405
-0.11611827,-0.11635928,-0.11391753,-0.113457665
-0.11723491,-0.116803564,-0.11402871,-0.11415489
-0.11845712,-0.117658734,-0.11540844,-0.115546584
-0.11637261,-0.117263615,-0.11430664,-0.113779485
-0.11758472,-0.117639944,-0.114494726,-0.113708936
-0.11883789,-0.117426656,-0.11501543,-0.115139544
-0.11603838,-0.1173022,-0.1144398,-0.11348842
-0.116504,-0.11679546,-0.11480899,-0.11400147
-0.117469095,-0.11721347,-0.11487383,-0.11501831
-0.11691016,-0.11668871,-0.113948,-0.11435058
-0.11702969,-0.117810406,-0.11405371,-0.11399321
-0.11787701,-0.11679371,-0.1141271,-0.11491166
-0.117858544,-0.11661416,-0.11400288,-0.11399986
-0.1169708,-0.11679238,-0.114221975,-0.11406293
-0.11723389,-0.11759009,-0.1143332,-0.11469799
-0.11639585,-0.11525128,-0.11366137,-0.11399253
-0.11733462,-0.117051855,-0.114344634,-0.113910004
-0.11778085,-0.11700215,-0.11503848,-0.114939734
-0.11745615,-0.116674565,-0.11449981,-0.114260934
-0.11708544,-0.11649547,-0.114186764,-0.11368984
-0.11774409,-0.117820844,-0.11478808,-0.11528619
-0.116694726,-0.116773486,-0.11446313,-0.113702096
-0.117173776,-0.11824858,-0.11427226,-0.113910496
-0.11787622,-0.11770694,-0.114395656,-0.11459297
-0.116593994,-0.116979934,-0.11394004,-0.11403608
-0.11771865,-0.1174186,-0.113622114,-0.11393789
-0.11876206,-0.11741533,-0.11454223,-0.11516465
-0.11755214,-0.11697505,-0.11400132,-0.11330044
-0.116331935,-0.11692719,-0.11381588,-0.11142266
-0.11742915,-0.11688638,-0.11450684,-0.114477396
-0.11613716,-0.11640303,-0.11376494,-0.11389732
-0.11878091,-0.11681924,-0.1140378,-0.11387573
-0.117328525,-0.11746206,-0.11535386,-0.11479018
-0.11638316,-0.116807856,-0.11421684,-0.114080764
-0.117525734,-0.117113866,-0.114103414,-0.11361436
-0.118559375,-0.1171628,-0.115265176,-0.11446689
-0.11655947,-0.116983294,-0.11421875,-0.113855325
-0.116394535,-0.11747964,-0.11464814,-0.11401699
-0.11697549,-0.11758526,-0.115284465,-0.11502749
-0.11668072,-0.11641719,-0.11392133,-0.12806045
-0.11692065,-0.11610161,-0.11377915,-0.114034094
-0.117501855,-0.11718969,-0.11562544,-0.115074754
-0.115545794,-0.11569971,-0.11326792,-0.113236226
-0.11613481,-0.11621299,-0.11363437,-0.11372139
-0.11741016,-0.11778487,-0.115035936,-0.114593014
-0.11765303,-0.118008874,-0.11583154,-0.11531484
-0.11635645,-0.11686621,-0.114354774,-0.11343004
-0.1174043,-0.11752681,-0.11424605,-0.11513238
-0.11740859,-0.11666924,-0.11320947,-0.114459954
-0.11568618,-0.116744,-0.114278175,-0.11403428
-0.119000874,-0.11832553,-0.11471655,-0.11478736
-0.1162313,-0.116671585,-0.11431748,-0.11268208
-0.117425635,-0.1157397,-0.11306206,-0.113746285
-0.117836274,-0.11823316,-0.115339056,-0.11350678
-0.11618403,-0.11575122,-0.11414516,-0.114418164
-0.11639146,-0.11519194,-0.11440791,-0.11434825
-0.11812329,-0.11787715,-0.11494996,-0.11455248
-0.11627104,-0.11701264,-0.114363715,-0.114085056
-0.11712281,-0.11679848,-0.11439629,-0.11372016
-0.117749214,-0.11753394,-0.11512232,-0.114336565
-0.11750845,-0.116939545,-0.11360425,-0.11417993
-0.11582837,-0.11598681,-0.1133978,-0.113542095
-0.1185583,-0.11720185,-0.11459961,-0.11505878
-0.11659863,-0.11677837,-0.11381724,-0.113743946
-0.11717446,-0.11709325,-0.11413101,-0.1213979
-0.11733545,-0.116073094,-0.11534341,-0.114872456
